season,title,url
Spring 2023,Yuusha ga Shinda!,https://myanimelist.net/anime/51706/Yuusha_ga_Shinda
Spring 2023,My Home Hero,https://myanimelist.net/anime/52092/My_Home_Hero
Spring 2023,Isekai One Turn Kill Neesan: Ane Douhan no Isekai Seikatsu Hajimemashita,https://myanimelist.net/anime/51219/Isekai_One_Turn_Kill_Neesan__Ane_Douhan_no_Isekai_Seikatsu_Hajimemashita
Spring 2023,Kidou Senshi Gundam: Suisei no Majo Season 2,https://myanimelist.net/anime/53199/Kidou_Senshi_Gundam__Suisei_no_Majo_Season_2
Spring 2023,Niehime to Kemono no Ou,https://myanimelist.net/anime/46422/Niehime_to_Kemono_no_Ou
Spring 2023,Kuma Kuma Kuma Bear Punch!,https://myanimelist.net/anime/45486/Kuma_Kuma_Kuma_Bear_Punch
Spring 2023,Mahou Shoujo Magical Destroyers,https://myanimelist.net/anime/48981/Mahou_Shoujo_Magical_Destroyers
Spring 2023,Edens Zero 2nd Season,https://myanimelist.net/anime/50002/Edens_Zero_2nd_Season
Spring 2023,Jijou wo Shiranai Tenkousei ga Guigui Kuru.,https://myanimelist.net/anime/53621/Jijou_wo_Shiranai_Tenkousei_ga_Guigui_Kuru
Spring 2023,Edomae Elf,https://myanimelist.net/anime/52081/Edomae_Elf
Spring 2023,Ao no Orchestra,https://myanimelist.net/anime/51614/Ao_no_Orchestra
Spring 2023,Watashi no Yuri wa Oshigoto desu!,https://myanimelist.net/anime/51817/Watashi_no_Yuri_wa_Oshigoto_desu
Spring 2023,Rokudou no Onna-tachi,https://myanimelist.net/anime/54259/Rokudou_no_Onna-tachi
Spring 2023,Kawaisugi Crisis,https://myanimelist.net/anime/53163/Kawaisugi_Crisis
Spring 2023,Pokemon (2023),https://myanimelist.net/anime/53876/Pokemon_2023
Spring 2023,Birdie Wing: Golf Girls' Story Season 2,https://myanimelist.net/anime/52229/Birdie_Wing__Golf_Girls_Story_Season_2
Spring 2023,The Marginal Service,https://myanimelist.net/anime/53587/The_Marginal_Service
Spring 2023,Kizuna no Allele,https://myanimelist.net/anime/51139/Kizuna_no_Allele
Spring 2023,The iDOLM@STER Cinderella Girls: U149,https://myanimelist.net/anime/51536/The_iDOLMSTER_Cinderella_Girls__U149
Spring 2023,World Dai Star,https://myanimelist.net/anime/53698/World_Dai_Star
Spring 2023,Tokyo Mew Mew New ♡ 2nd Season,https://myanimelist.net/anime/53097/Tokyo_Mew_Mew_New_♡_2nd_Season
Spring 2023,Majutsushi Orphen Hagure Tabi: Seiiki-hen,https://myanimelist.net/anime/54738/Majutsushi_Orphen_Hagure_Tabi__Seiiki-hen
Spring 2023,Alice Gear Aegis Expansion,https://myanimelist.net/anime/50871/Alice_Gear_Aegis_Expansion
Spring 2023,Opus.COLORs,https://myanimelist.net/anime/51415/OpusCOLORs
Spring 2023,"Mix: Meisei Story 2nd Season - Nidome no Natsu, Sora no Mukou e",https://myanimelist.net/anime/52614/Mix__Meisei_Story_2nd_Season_-_Nidome_no_Natsu_Sora_no_Mukou_e
Spring 2023,Tousouchuu: Great Mission,https://myanimelist.net/anime/54040/Tousouchuu__Great_Mission
Spring 2023,Denden no Dennou Densha,https://myanimelist.net/anime/54933/Denden_no_Dennou_Densha
Spring 2023,Bosanimal,https://myanimelist.net/anime/54630/Bosanimal
Spring 2023,Chibi Godzilla no Gyakushuu,https://myanimelist.net/anime/54644/Chibi_Godzilla_no_Gyakushuu
Spring 2023,YouTuNya,https://myanimelist.net/anime/54781/YouTuNya
Spring 2023,Duel Masters Win: Duel Wars-hen,https://myanimelist.net/anime/54762/Duel_Masters_Win__Duel_Wars-hen
Spring 2023,Gunma-chan Season 2,https://myanimelist.net/anime/54216/Gunma-chan_Season_2
Spring 2023,Bastions,https://myanimelist.net/anime/55305/Bastions
Spring 2023,Sinbi Apartment: Ghost Ball Zero,https://myanimelist.net/anime/55047/Sinbi_Apartment__Ghost_Ball_Zero
Spring 2023,Shuwawan!,https://myanimelist.net/anime/57357/Shuwawan
Spring 2023,Go! Go! Vehicle Zoo,https://myanimelist.net/anime/55020/Go_Go_Vehicle_Zoo
Spring 2023,Mamekichi Mameko NEET no Nichijou 2nd Season,https://myanimelist.net/anime/55195/Mamekichi_Mameko_NEET_no_Nichijou_2nd_Season
Spring 2023,Sakuretsu! Amabie-hime. Season 2,https://myanimelist.net/anime/54848/Sakuretsu_Amabie-hime_Season_2
Spring 2023,Oshiri Tantei 7th Season,https://myanimelist.net/anime/53514/Oshiri_Tantei_7th_Season
Spring 2023,Charging Topspinner,https://myanimelist.net/anime/56267/Charging_Topspinner
Spring 2023,Code Name X,https://myanimelist.net/anime/56354/Code_Name_X
Spring 2023,Kkomimanyeo Lara,https://myanimelist.net/anime/56358/Kkomimanyeo_Lara
Spring 2023,Metal Cardbot,https://myanimelist.net/anime/56575/Metal_Cardbot
Spring 2023,Hello Carbot Season 13,https://myanimelist.net/anime/56308/Hello_Carbot_Season_13
Spring 2023,Nabiui Moheom,https://myanimelist.net/anime/56475/Nabiui_Moheom
Spring 2023,Pantie Hero,https://myanimelist.net/anime/56476/Pantie_Hero
Spring 2023,Nae Maeumeun Muji,https://myanimelist.net/anime/56477/Nae_Maeumeun_Muji
Spring 2023,"Taka no Tsume Gaiden ""Himitsu Kyuusha: Uma no Hizume""",https://myanimelist.net/anime/60091/Taka_no_Tsume_Gaiden_Himitsu_Kyuusha__Uma_no_Hizume
Spring 2023,Eomma Katuri (TV) 5th Season,https://myanimelist.net/anime/62177/Eomma_Katuri_TV_5th_Season
Spring 2023,One Piece,https://myanimelist.net/anime/21/One_Piece
Spring 2023,Vinland Saga Season 2,https://myanimelist.net/anime/49387/Vinland_Saga_Season_2
Spring 2023,"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",https://myanimelist.net/anime/48417/Maou_Gakuin_no_Futekigousha_II__Shijou_Saikyou_no_Maou_no_Shiso_Tensei_shite_Shison-tachi_no_Gakkou_e_Kayou
Spring 2023,Meitantei Conan,https://myanimelist.net/anime/235/Meitantei_Conan
Spring 2023,NieR:Automata Ver1.1a,https://myanimelist.net/anime/51105/NieR_Automata_Ver11a
Spring 2023,Kubo-san wa Mob wo Yurusanai,https://myanimelist.net/anime/51815/Kubo-san_wa_Mob_wo_Yurusanai
Spring 2023,Golden Kamuy 4th Season,https://myanimelist.net/anime/50528/Golden_Kamuy_4th_Season
Spring 2023,Crayon Shin-chan,https://myanimelist.net/anime/966/Crayon_Shin-chan
Spring 2023,Ayakashi Triangle,https://myanimelist.net/anime/50606/Ayakashi_Triangle
Spring 2023,Doraemon (2005),https://myanimelist.net/anime/8687/Doraemon_2005
Spring 2023,Gudetama,https://myanimelist.net/anime/23539/Gudetama
Spring 2023,Chiikawa,https://myanimelist.net/anime/50250/Chiikawa
Spring 2023,Hirogaru Sky! Precure,https://myanimelist.net/anime/53716/Hirogaru_Sky_Precure
Spring 2023,Sazae-san,https://myanimelist.net/anime/2406/Sazae-san
Spring 2023,Boku to Roboko,https://myanimelist.net/anime/51940/Boku_to_Roboko
Spring 2023,Nintama Rantarou,https://myanimelist.net/anime/1199/Nintama_Rantarou
Spring 2023,Chibi Maruko-chan (1995),https://myanimelist.net/anime/6149/Chibi_Maruko-chan_1995
Spring 2023,Yu☆Gi☆Oh! Go Rush!!,https://myanimelist.net/anime/50607/Yu☆Gi☆Oh_Go_Rush
Spring 2023,Sore Ike! Anpanman,https://myanimelist.net/anime/1960/Sore_Ike_Anpanman
Spring 2023,Bonobono (TV 2016),https://myanimelist.net/anime/32353/Bonobono_TV_2016
Spring 2023,Ninjala (TV),https://myanimelist.net/anime/50418/Ninjala_TV
Spring 2023,Shikaru Neko,https://myanimelist.net/anime/48442/Shikaru_Neko
Spring 2023,Ojarumaru,https://myanimelist.net/anime/4459/Ojarumaru
Spring 2023,Fushigi Dagashiya: Zenitendou,https://myanimelist.net/anime/42295/Fushigi_Dagashiya__Zenitendou
Spring 2023,Kamiusagi Rope: Warau Asa ni wa Fukuraitaru tte Maji ssuka!?,https://myanimelist.net/anime/30151/Kamiusagi_Rope__Warau_Asa_ni_wa_Fukuraitaru_tte_Maji_ssuka
Spring 2023,Puzzle & Dragon,https://myanimelist.net/anime/37096/Puzzle___Dragon
Spring 2023,Shiawase Haitatsu Taneko,https://myanimelist.net/anime/10506/Shiawase_Haitatsu_Taneko
Spring 2023,Tom to Jerry Gokko,https://myanimelist.net/anime/53907/Tom_to_Jerry_Gokko
Spring 2023,Hanakappa,https://myanimelist.net/anime/8336/Hanakappa
Spring 2023,Manul no Yuube,https://myanimelist.net/anime/38776/Manul_no_Yuube
Spring 2023,Shin Nippon History,https://myanimelist.net/anime/54871/Shin_Nippon_History
Spring 2023,Shimajirou no Wow!,https://myanimelist.net/anime/18941/Shimajirou_no_Wow
Spring 2023,Yowamushi Monsters,https://myanimelist.net/anime/30119/Yowamushi_Monsters
Spring 2023,Gohan Kaijuu Pap,https://myanimelist.net/anime/22669/Gohan_Kaijuu_Pap
Spring 2023,Ehon Yose,https://myanimelist.net/anime/28087/Ehon_Yose
Spring 2023,Youkoso Ninchishou Sekai e,https://myanimelist.net/anime/58604/Youkoso_Ninchishou_Sekai_e
Spring 2023,Pakkororin,https://myanimelist.net/anime/38099/Pakkororin
Spring 2023,Origami Ninja Koyankinte,https://myanimelist.net/anime/41458/Origami_Ninja_Koyankinte
Spring 2023,I Love Me 2nd Season,https://myanimelist.net/anime/53408/I_Love_Me_2nd_Season
Spring 2023,Mukashibanashi no Oheya: Tsutaetai Nihon Mukashibanashi,https://myanimelist.net/anime/54667/Mukashibanashi_no_Oheya__Tsutaetai_Nihon_Mukashibanashi
Spring 2023,Chuldong! Super Wings 7,https://myanimelist.net/anime/56266/Chuldong_Super_Wings_7
Spring 2023,Mecard Ball Mega,https://myanimelist.net/anime/56274/Mecard_Ball_Mega
Spring 2023,Cricket Pang Season 2,https://myanimelist.net/anime/56479/Cricket_Pang_Season_2
Spring 2023,Lindaui Singihan Yeohaeng 2,https://myanimelist.net/anime/56483/Lindaui_Singihan_Yeohaeng_2
Spring 2023,Ppungppungppangppang Bubumaen,https://myanimelist.net/anime/56409/Ppungppungppangppang_Bubumaen
Spring 2023,Super Dragon Ball Heroes,https://myanimelist.net/anime/37885/Super_Dragon_Ball_Heroes
Spring 2023,Holo no Graffiti,https://myanimelist.net/anime/44042/Holo_no_Graffiti
Spring 2023,Aishang Ta de Liyou,https://myanimelist.net/anime/54846/Aishang_Ta_de_Liyou
Spring 2023,Uma Musume: Pretty Derby - Road to the Top,https://myanimelist.net/anime/51761/Uma_Musume__Pretty_Derby_-_Road_to_the_Top
Spring 2023,Biao Ren: Blades of the Guardians,https://myanimelist.net/anime/44388/Biao_Ren__Blades_of_the_Guardians
Spring 2023,Oooku,https://myanimelist.net/anime/54850/Oooku
Spring 2023,Quanzhi Fashi VI,https://myanimelist.net/anime/49572/Quanzhi_Fashi_VI
Spring 2023,Vinland Saga Season 2: Same Old Story,https://myanimelist.net/anime/55272/Vinland_Saga_Season_2__Same_Old_Story
Spring 2023,Aiyou de Mishi,https://myanimelist.net/anime/50429/Aiyou_de_Mishi
Spring 2023,Wanmei Shijie,https://myanimelist.net/anime/47405/Wanmei_Shijie
Spring 2023,"Ququ Bucai, Zaixia Yeguai",https://myanimelist.net/anime/54772/Ququ_Bucai_Zaixia_Yeguai
Spring 2023,Genjitsu no Rimuru: Sunshine in the Slime,https://myanimelist.net/anime/55720/Genjitsu_no_Rimuru__Sunshine_in_the_Slime
Spring 2023,Shen Yin Wangzuo 2nd Season,https://myanimelist.net/anime/52684/Shen_Yin_Wangzuo_2nd_Season
Spring 2023,Douluo Dalu II: Jueshi Tangmen,https://myanimelist.net/anime/51836/Douluo_Dalu_II__Jueshi_Tangmen
Spring 2023,Ultraman Final,https://myanimelist.net/anime/51653/Ultraman_Final
Spring 2023,Edens Zero (Recap Movie),https://myanimelist.net/anime/54917/Edens_Zero_Recap_Movie
Spring 2023,Yakitori,https://myanimelist.net/anime/54851/Yakitori
Spring 2023,Cang Yuan Tu,https://myanimelist.net/anime/55655/Cang_Yuan_Tu
Spring 2023,Xiling Jiyuan,https://myanimelist.net/anime/50431/Xiling_Jiyuan
Spring 2023,Sazanami Soushi ni Junketsu wo Sasagu,https://myanimelist.net/anime/51065/Sazanami_Soushi_ni_Junketsu_wo_Sasagu
Spring 2023,4-ju Aein,https://myanimelist.net/anime/55725/4-ju_Aein
Spring 2023,Bai Lian Cheng Shen,https://myanimelist.net/anime/52949/Bai_Lian_Cheng_Shen
Spring 2023,Ensemble Stars!! Tsuioku Selection Element,https://myanimelist.net/anime/52999/Ensemble_Stars_Tsuioku_Selection_Element
Spring 2023,Lian Qi Shi Wan Nian,https://myanimelist.net/anime/54437/Lian_Qi_Shi_Wan_Nian
Spring 2023,Zhe Tian,https://myanimelist.net/anime/51289/Zhe_Tian
Spring 2023,Da Zhu Zai (2023),https://myanimelist.net/anime/55151/Da_Zhu_Zai_2023
Spring 2023,Huo Feng Liao Yuan,https://myanimelist.net/anime/41220/Huo_Feng_Liao_Yuan
Spring 2023,Bear Bear Bear Kuma Punch!,https://myanimelist.net/anime/55225/Bear_Bear_Bear_Kuma_Punch
Spring 2023,Benghuai: Xing Qiong Tiedao - Fei Guang,https://myanimelist.net/anime/55303/Benghuai__Xing_Qiong_Tiedao_-_Fei_Guang
Spring 2023,You Shou Yan,https://myanimelist.net/anime/54974/You_Shou_Yan
Spring 2023,Zhui Xu,https://myanimelist.net/anime/54875/Zhui_Xu
Spring 2023,Ta Bu Dang Nuzhu Hen Duo Nian,https://myanimelist.net/anime/54881/Ta_Bu_Dang_Nuzhu_Hen_Duo_Nian
Spring 2023,Zhen Wu Dianfeng 2nd Season,https://myanimelist.net/anime/55130/Zhen_Wu_Dianfeng_2nd_Season
Spring 2023,Shu Tian Fu Mo Lu,https://myanimelist.net/anime/55186/Shu_Tian_Fu_Mo_Lu
Spring 2023,Li Shi Zhentan Shiwusuo: A Day in Lungmen - Liang Xiaoshi Jiaqi,https://myanimelist.net/anime/55093/Li_Shi_Zhentan_Shiwusuo__A_Day_in_Lungmen_-_Liang_Xiaoshi_Jiaqi
Spring 2023,Dianqi Shaonu,https://myanimelist.net/anime/54973/Dianqi_Shaonu
Spring 2023,Shuumatsu no Walküre II Mini Anime,https://myanimelist.net/anime/54990/Shuumatsu_no_Walküre_II_Mini_Anime
Spring 2023,Huyao Xiao Hongniang: Wu Mu,https://myanimelist.net/anime/55009/Huyao_Xiao_Hongniang__Wu_Mu
Spring 2023,Bu Mie Shen Wang,https://myanimelist.net/anime/54997/Bu_Mie_Shen_Wang
Spring 2023,Yishi Du Zun,https://myanimelist.net/anime/55014/Yishi_Du_Zun
Spring 2023,Okashi na Soudanshitsu!,https://myanimelist.net/anime/55753/Okashi_na_Soudanshitsu
Spring 2023,Mark Your Kiss The Animation,https://myanimelist.net/anime/58873/Mark_Your_Kiss_The_Animation
Spring 2023,Kimberly Mahou Gakkou no Yukai na Nichijou,https://myanimelist.net/anime/55804/Kimberly_Mahou_Gakkou_no_Yukai_na_Nichijou
Spring 2023,Wuhang Zhanshen,https://myanimelist.net/anime/55739/Wuhang_Zhanshen
Spring 2023,You Shou Yan 2nd Season,https://myanimelist.net/anime/55821/You_Shou_Yan_2nd_Season
Spring 2023,Qing Lian Jian Xian Chuan,https://myanimelist.net/anime/55015/Qing_Lian_Jian_Xian_Chuan
Spring 2023,Jiu Tian Xuan Di Jue 4th Season,https://myanimelist.net/anime/55192/Jiu_Tian_Xuan_Di_Jue_4th_Season
Spring 2023,Shanhai Jihui,https://myanimelist.net/anime/54895/Shanhai_Jihui
Spring 2023,Fangkemeng: Bu Yuan Zhi Dao de Fangxing Baokemeng?!,https://myanimelist.net/anime/54648/Fangkemeng__Bu_Yuan_Zhi_Dao_de_Fangxing_Baokemeng
Spring 2023,Pi Zhe Lang Pi De Yang,https://myanimelist.net/anime/54779/Pi_Zhe_Lang_Pi_De_Yang
Spring 2023,Fudanshi Shoukan: Isekai de Shinjuu ni Hameraremashita 5th Season,https://myanimelist.net/anime/55279/Fudanshi_Shoukan__Isekai_de_Shinjuu_ni_Hameraremashita_5th_Season
Spring 2023,Ni Tian Zhan Ji,https://myanimelist.net/anime/54931/Ni_Tian_Zhan_Ji
Spring 2023,Wulin Buer Zhoukan,https://myanimelist.net/anime/54736/Wulin_Buer_Zhoukan
Spring 2023,Ijhyeojin Hwangnyeoneun Pyeonghwalobge Salgo Sip-eo,https://myanimelist.net/anime/55723/Ijhyeojin_Hwangnyeoneun_Pyeonghwalobge_Salgo_Sip-eo
Spring 2023,Nushen You Dian Ling,https://myanimelist.net/anime/54773/Nushen_You_Dian_Ling
Spring 2023,Nunchi Eobsneun Dolsoe,https://myanimelist.net/anime/55724/Nunchi_Eobsneun_Dolsoe
Spring 2023,"""Ayakai Shima"" e Youkoso! Mitaman no Ayakashima Kankou Annai",https://myanimelist.net/anime/55754/Ayakai_Shima_e_Youkoso_Mitaman_no_Ayakashima_Kankou_Annai
Spring 2023,Butagini Jugeojura,https://myanimelist.net/anime/55726/Butagini_Jugeojura
Spring 2023,Mao Zhi Ming 2nd Season,https://myanimelist.net/anime/54949/Mao_Zhi_Ming_2nd_Season
Spring 2023,Azur Lane Port Diary,https://myanimelist.net/anime/57424/Azur_Lane_Port_Diary
Spring 2023,Terrarium Adventure,https://myanimelist.net/anime/54746/Terrarium_Adventure
Spring 2023,Jian Gu,https://myanimelist.net/anime/55563/Jian_Gu
Spring 2023,Shashou Gu De,https://myanimelist.net/anime/55656/Shashou_Gu_De
Spring 2023,Azur Lane Avengers!,https://myanimelist.net/anime/57485/Azur_Lane_Avengers
Spring 2023,Tsunotsuno Taisou,https://myanimelist.net/anime/54928/Tsunotsuno_Taisou
Spring 2023,Ban Shen Zhi Jing,https://myanimelist.net/anime/55657/Ban_Shen_Zhi_Jing
Spring 2023,Moffun to Issho,https://myanimelist.net/anime/55572/Moffun_to_Issho
Spring 2023,Gyaku Isekai Tensei Agent Eiko-san,https://myanimelist.net/anime/55757/Gyaku_Isekai_Tensei_Agent_Eiko-san
Spring 2023,Monk Seishin,https://myanimelist.net/anime/56419/Monk_Seishin
Spring 2023,Chang Jian Feng Yun 2nd Season,https://myanimelist.net/anime/55226/Chang_Jian_Feng_Yun_2nd_Season
Spring 2023,Mendako no Menmen,https://myanimelist.net/anime/54953/Mendako_no_Menmen
Spring 2023,Larva Family,https://myanimelist.net/anime/56996/Larva_Family
Spring 2023,Untarou Tabi Monogatari,https://myanimelist.net/anime/55138/Untarou_Tabi_Monogatari
Spring 2023,Qing Chi Hong Xiaodou Ba! Season 0.5 Fanwai,https://myanimelist.net/anime/56730/Qing_Chi_Hong_Xiaodou_Ba_Season_05_Fanwai
Spring 2023,Moja to Majo,https://myanimelist.net/anime/58646/Moja_to_Majo
Spring 2023,Pororo Gonglyong Ppyeoga Sal-anassda!,https://myanimelist.net/anime/59065/Pororo_Gonglyong_Ppyeoga_Sal-anassda
Spring 2023,Menghuan Shuyuan: Haiyang Gongyi Pian,https://myanimelist.net/anime/59470/Menghuan_Shuyuan__Haiyang_Gongyi_Pian
Spring 2023,Tomica to Tom,https://myanimelist.net/anime/62082/Tomica_to_Tom
Spring 2023,"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku.",https://myanimelist.net/anime/46431/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Kan__Dakara_Shishunki_wa_Owarazu_ni_Seishun_wa_Tsuzuiteiku
Spring 2023,Love Live! Nijigasaki Gakuen School Idol Doukoukai: Next Sky,https://myanimelist.net/anime/53671/Love_Live_Nijigasaki_Gakuen_School_Idol_Doukoukai__Next_Sky
Spring 2023,Gensou Mangekyou: The Memories of Phantasm,https://myanimelist.net/anime/55315/Gensou_Mangekyou__The_Memories_of_Phantasm
Spring 2023,Maid Kyouiku: Botsuraku Kizoku Rurikawa Tsubaki The Animation,https://myanimelist.net/anime/54629/Maid_Kyouiku__Botsuraku_Kizoku_Rurikawa_Tsubaki_The_Animation
Spring 2023,Fushigi no Kuni no Succubus,https://myanimelist.net/anime/54623/Fushigi_no_Kuni_no_Succubus
Spring 2023,Rakuen Shinshoku: Island of the Dead,https://myanimelist.net/anime/54622/Rakuen_Shinshoku__Island_of_the_Dead
Spring 2023,Tsurupeta Shugo Kishi Elfina Ochiru,https://myanimelist.net/anime/55181/Tsurupeta_Shugo_Kishi_Elfina_Ochiru
Spring 2023,Tenchi Muyou! GXP: Paradise Shidou-hen,https://myanimelist.net/anime/54013/Tenchi_Muyou_GXP__Paradise_Shidou-hen
Spring 2023,Stand My Heroes: Warmth of Memories,https://myanimelist.net/anime/48917/Stand_My_Heroes__Warmth_of_Memories
Spring 2023,Kokuhaku……,https://myanimelist.net/anime/54353/Kokuhaku……
Spring 2023,Tabi Hani: Kyoto-hen,https://myanimelist.net/anime/49743/Tabi_Hani__Kyoto-hen
Spring 2023,Nightmare x Deathscythe: Hangyaku no Resonance,https://myanimelist.net/anime/54849/Nightmare_x_Deathscythe__Hangyaku_no_Resonance
Spring 2023,Black Clover: Mahou Tei no Ken,https://myanimelist.net/anime/48585/Black_Clover__Mahou_Tei_no_Ken
Spring 2023,Seishun Buta Yarou wa Odekake Sister no Yume wo Minai,https://myanimelist.net/anime/53129/Seishun_Buta_Yarou_wa_Odekake_Sister_no_Yume_wo_Minai
Spring 2023,Psycho-Pass Movie 2: Providence,https://myanimelist.net/anime/52747/Psycho-Pass_Movie_2__Providence
Spring 2023,Bishoujo Senshi Sailor Moon Cosmos Movie,https://myanimelist.net/anime/51716/Bishoujo_Senshi_Sailor_Moon_Cosmos_Movie
Spring 2023,Meitantei Conan Movie 26: Kurogane no Submarine,https://myanimelist.net/anime/53540/Meitantei_Conan_Movie_26__Kurogane_no_Submarine
Spring 2023,Princess Principal: Crown Handler 3,https://myanimelist.net/anime/41141/Princess_Principal__Crown_Handler_3
Spring 2023,Collar x Malice Movie: Deep Cover,https://myanimelist.net/anime/39905/Collar_x_Malice_Movie__Deep_Cover
Spring 2023,Amrita no Kyouen,https://myanimelist.net/anime/41029/Amrita_no_Kyouen
Spring 2023,Geu Yeoreum Movie,https://myanimelist.net/anime/56601/Geu_Yeoreum_Movie
Spring 2023,IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,https://myanimelist.net/anime/54118/IDOLiSH7_Movie__LIVE_4bit_-_BEYOND_THE_PERiOD
Spring 2023,Eternal Boys Next Stage,https://myanimelist.net/anime/54796/Eternal_Boys_Next_Stage
Spring 2023,Sore Ike! Anpanman Movie: Roboly to Pokapoka Present,https://myanimelist.net/anime/54135/Sore_Ike_Anpanman_Movie__Roboly_to_Pokapoka_Present
Spring 2023,Colossus: Child of the Wind,https://myanimelist.net/anime/56577/Colossus__Child_of_the_Wind
Spring 2023,Synapusyu The Movie: Pushu Hoppe New World,https://myanimelist.net/anime/55846/Synapusyu_The_Movie__Pushu_Hoppe_New_World
Spring 2023,Zhongkui,https://myanimelist.net/anime/56321/Zhongkui
Spring 2023,Shi Yi Nanhai,https://myanimelist.net/anime/56339/Shi_Yi_Nanhai
Spring 2023,Xia Meng Hui,https://myanimelist.net/anime/59018/Xia_Meng_Hui
Spring 2023,Mao Nian Haian,https://myanimelist.net/anime/56338/Mao_Nian_Haian
Spring 2023,Shimajirou no Wow! Movie 11: Shimajirou to Yuuki no Uta,https://myanimelist.net/anime/56335/Shimajirou_no_Wow_Movie_11__Shimajirou_to_Yuuki_no_Uta
Spring 2023,Wanmei Zhi Cheng: Zui Yonggan de Xiaohai,https://myanimelist.net/anime/56586/Wanmei_Zhi_Cheng__Zui_Yonggan_de_Xiaohai
Spring 2023,Hantu de Qihuan Zhi Lu,https://myanimelist.net/anime/56323/Hantu_de_Qihuan_Zhi_Lu
Spring 2023,Fiction Shigi Yama,https://myanimelist.net/anime/57364/Fiction_Shigi_Yama
Spring 2023,Fengkuang Xiao Shijie,https://myanimelist.net/anime/56337/Fengkuang_Xiao_Shijie
Spring 2023,Mohuan Qi Yuan: Baoshi Gongzhu,https://myanimelist.net/anime/57460/Mohuan_Qi_Yuan__Baoshi_Gongzhu
Spring 2023,Qingwa Wangguo: Qihuan Nuwang Lixian,https://myanimelist.net/anime/57307/Qingwa_Wangguo__Qihuan_Nuwang_Lixian
Spring 2023,Chao Meng Shikong Baobei,https://myanimelist.net/anime/57462/Chao_Meng_Shikong_Baobei
Spring 2023,Xin Zhu Zhu Xia Da Dianying: Chaoji Saiche,https://myanimelist.net/anime/57461/Xin_Zhu_Zhu_Xia_Da_Dianying__Chaoji_Saiche
Spring 2023,Yuzhou Huwei Dui: Fengbao Liliang,https://myanimelist.net/anime/57459/Yuzhou_Huwei_Dui__Fengbao_Liliang
Spring 2023,Inu ni Nattara Suki na Hito ni Hirowareta. Specials,https://myanimelist.net/anime/54225/Inu_ni_Nattara_Suki_na_Hito_ni_Hirowareta_Specials
Spring 2023,Mashle: Mash Burnedead to Fushigi na Tegami,https://myanimelist.net/anime/55339/Mashle__Mash_Burnedead_to_Fushigi_na_Tegami
Spring 2023,One Piece: Dai Gekisen Tokushuu! Hangeki Doumei vs. Big Mom,https://myanimelist.net/anime/55647/One_Piece__Dai_Gekisen_Tokushuu_Hangeki_Doumei_vs_Big_Mom
Spring 2023,One Piece: Dai Gekisen Tokushuu! Zoro vs. Ookanban!,https://myanimelist.net/anime/55289/One_Piece__Dai_Gekisen_Tokushuu_Zoro_vs_Ookanban
Spring 2023,Kidou Senshi Gundam: Suisei no Majo Season 2 Recap,https://myanimelist.net/anime/55283/Kidou_Senshi_Gundam__Suisei_no_Majo_Season_2_Recap
Spring 2023,The iDOLM@STER Cinderella Girls: U149 Recap,https://myanimelist.net/anime/55517/The_iDOLMSTER_Cinderella_Girls__U149_Recap
Spring 2023,Shin Shinka no Mi Gekijou Special,https://myanimelist.net/anime/56638/Shin_Shinka_no_Mi_Gekijou_Special
Spring 2023,Kagami no Kojou no Mae to Ato,https://myanimelist.net/anime/58628/Kagami_no_Kojou_no_Mae_to_Ato
Spring 2023,Sinbi Apartment: Bugiui Balmyeongpumeul Chajala!,https://myanimelist.net/anime/56296/Sinbi_Apartment__Bugiui_Balmyeongpumeul_Chajala
Spring 2023,Hello Carbot x Mecard Ball,https://myanimelist.net/anime/56268/Hello_Carbot_x_Mecard_Ball
Spring 2023,Pororo 20-junyeon Special: Chuldong! Linawang-gug Daejagjeon,https://myanimelist.net/anime/59022/Pororo_20-junyeon_Special__Chuldong_Linawang-gug_Daejagjeon
Fall 2023,Sousou no Frieren,https://myanimelist.net/anime/52991/Sousou_no_Frieren
Fall 2023,Kusuriya no Hitorigoto,https://myanimelist.net/anime/54492/Kusuriya_no_Hitorigoto
Fall 2023,Spy x Family Season 2,https://myanimelist.net/anime/53887/Spy_x_Family_Season_2
Fall 2023,Tate no Yuusha no Nariagari Season 3,https://myanimelist.net/anime/40357/Tate_no_Yuusha_no_Nariagari_Season_3
Fall 2023,Kage no Jitsuryokusha ni Naritakute! 2nd Season,https://myanimelist.net/anime/54595/Kage_no_Jitsuryokusha_ni_Naritakute_2nd_Season
Fall 2023,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",https://myanimelist.net/anime/52347/Shangri-La_Frontier__Kusoge_Hunter_Kamige_ni_Idoman_to_su
Fall 2023,Goblin Slayer II,https://myanimelist.net/anime/47160/Goblin_Slayer_II
Fall 2023,Dr. Stone: New World Part 2,https://myanimelist.net/anime/55644/Dr_Stone__New_World_Part_2
